the_geom,BUFFERDIST,NAME,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-87.6466241022646 41.93483230954191, -87.6465917587583 41.93483368338532, -87.6465339401964 41.93483613932496, -87.64634459835379 41.934841029044605, -87.64633897818352 41.93474666621155, -87.64627614281324 41.934672360233385, -87.6461423671002 41.934514162955594, -87.64604180729754 41.934391498221935, -87.64585476494607 41.93416326692817, -87.64575885004513 41.93404622795819, -87.6457108927255 41.93398770844326, -87.64566293549315 41.93392918890834, -87.645590962764 41.933841436788796, -87.64556702129008 41.93381214977856, -87.64551906431942 41.933753630183716, -87.64547110743597 41.93369511056891, -87.64544701966385 41.93366576777225, -87.6453751939308 41.933578071279385, -87.64536336763186 41.933563675597014, -87.64535161483657 41.93354928035383, -87.64527253332884 41.933452813703305, -87.6451605863141 41.93331624907748, -87.64507874903863 41.93321636294204, -87.64496012838839 41.93307163522437, -87.64490903024917 41.93323696990927, -87.64487377129875 41.93335108265113, -87.6448455930912 41.93344240593933, -87.64482546946353 41.933509244204316, -87.64481594101005 41.933540910233624, -87.6448032409027 41.93357360004547, -87.64479000211595 41.933604955404896, -87.64474483963505 41.93371191984343, -87.64471880601168 41.93375675928947, -87.6446984493635 41.93379182089326, -87.64467722049514 41.93382838459238, -87.64463400627756 41.93389249007584, -87.64456983134787 41.93398696129639, -87.64455862819709 41.9340034691697, -87.6445264101899 41.93404663454369, -87.64449587493758 41.93409052350058, -87.64448197204621 41.934112009646526, -87.64446702303307 41.934135081160946, -87.644439927978 41.93418030796702, -87.64441459036583 41.934226149039226, -87.64441429046327 41.934226696083435, -87.64439108487997 41.934272495058124, -87.64436941211451 41.93431929114404, -87.64434964616288 41.934366482858245, -87.64433171412033 41.93441401487986, -87.64433177816858 41.934414893414036, -87.64433416561862 41.93448493236763, -87.64433621388248 41.93454502327795, -87.64433871377031 41.93461836028849, -87.64434159199598 41.934702797735056, -87.64434328330154 41.934752415456856, -87.64434410665284 41.93477617201627, -87.6443474797339 41.93487349365191, -87.6442261571355 41.93487511276051, -87.6441047876854 41.934873624387436, -87.64410163479279 41.93478134231402, -87.64409639741076 41.93462804554224, -87.64409256315852 41.93451582009147, -87.64409020548867 41.93444681156049, -87.64408695523913 41.9343516790935, -87.64408789523745 41.93425650694682, -87.6440887588821 41.93416905739376, -87.64409353633377 41.93416902494516, -87.64411786363394 41.93416885992071, -87.64415248781931 41.934168625043974, -87.64420212560469 41.93416828824262, -87.64425294071157 41.93407045997583, -87.64434521934476 41.93391728263899, -87.6444609091078 41.933746957109456, -87.6445115667158 41.933656866471445, -87.64451621219686 41.933648661685226, -87.64454318303653 41.933587627412315, -87.64456932644781 41.93352834446875, -87.64460372501283 41.93341911137304, -87.6446082137367 41.933404978130056, -87.6446584765652 41.93324221814063, -87.6447651666585 41.93289703155766, -87.6446418947195 41.932899398197826, -87.64437151745304 41.932904588575234, -87.64415960293779 41.932908656215595, -87.64397588225897 41.932912218487616, -87.64379216215475 41.93291572558468, -87.64360858902951 41.932919233270624, -87.6434763308046 41.93292178664844, -87.64341687985245 41.93292292537696, -87.64336933110931 41.932923836135416, -87.64332569344275 41.932924668499105, -87.64323387011277 41.93292642178481, -87.64314197268945 41.93292822943605, -87.64305022284888 41.93292998301659, -87.64295839950667 41.932931736081876, -87.6429052640975 41.93293275047322, -87.64287158425313 41.932933394465486, -87.64273965265362 41.93293591712577, -87.64262104738509 41.9329381847338, -87.64255717967701 41.93293940580409, -87.64241488440213 41.93294213295803, -87.64240385680189 41.932942341020436, -87.64223138465282 41.932945638883126, -87.64204788429475 41.9329491993956, -87.64195613440589 41.9329509521014, -87.64186438451298 41.93295270473383, -87.64177263461603 41.932954457292915, -87.64168095821265 41.93295621022137, -87.64156991547551 41.932958338505195, -87.64147180061988 41.93296021898091, -87.64134677791539 41.93296254127785, -87.64134230567329 41.93286989131706, -87.64144126391079 41.932867204499914, -87.64142192498863 41.932838736271535, -87.64138625589679 41.9327804584509, -87.64151529636075 41.932778210057876, -87.64164453975799 41.93277575054558, -87.64182605461026 41.93277223360337, -87.64188053099348 41.93277118957368, -87.64200756885381 41.93276877125488, -87.64217099798489 41.93276563882967, -87.64218908367405 41.93276525373844, -87.64237067138325 41.93276179125799, -87.64237062771554 41.93276002303221, -87.64261311994558 41.932756686551116, -87.64261313148944 41.93275715794016, -87.64277876608622 41.93275398303292, -87.64296278034126 41.93275042444119, -87.64305482391539 41.93274867269598, -87.64314679398812 41.93274692043518, -87.64333080761878 41.9327434161341, -87.64351489532197 41.93273985709868, -87.64360813550891 41.93273805165759, -87.64369818567664 41.93273630793489, -87.64371367681777 41.93273600793831, -87.64384947292211 41.93273341454128, -87.64410296100658 41.93272851499324, -87.64410295567416 41.93272833610677, -87.64416008440317 41.93272734314049, -87.6441939726493 41.932726754082, -87.64444159790264 41.932722014534356, -87.6446394944048 41.932718226380345, -87.64477895239726 41.93271555670292, -87.64474689294231 41.93253221525947, -87.64472419497405 41.93244206874528, -87.6447063629238 41.93237105117458, -87.64469406236475 41.93233244856312, -87.64466689686797 41.932261320121384, -87.6446402323292 41.93219145701812, -87.64463651499531 41.9321817201848, -87.64460962233903 41.93212623541437, -87.64457805341192 41.9320613373558, -87.6445649669352 41.93203431061979, -87.64454614982037 41.932000224302975, -87.64454434488202 41.93199719483394, -87.64450534054001 41.93193340472126, -87.64446814415878 41.93187236966122, -87.64470366221795 41.931812500726714, -87.6447400232767 41.93187973627368, -87.64476889444062 41.9319285640849, -87.64481406954629 41.93201319229512, -87.64481760005089 41.9320197995926, -87.64484179471654 41.93207329229948, -87.64484344677581 41.93207686969096, -87.64487280989871 41.93214186421933, -87.64488745620929 41.932174224058144, -87.644899225537 41.93220755456386, -87.64492269486263 41.93227383096479, -87.64494316647321 41.93233180184543, -87.64494408652594 41.93233510042467, -87.64497148601178 41.932446021381246, -87.6449902918683 41.93252220388033, -87.6450043154651 41.9326056573288, -87.64502200020095 41.93271092182155, -87.64519562320362 41.93270757891323, -87.64537602228228 41.9327041052409, -87.64549589280251 41.93270179694873, -87.6455430951341 41.932700896955204, -87.64557411036647 41.93270030557809, -87.64571151893296 41.932697654942, -87.6458026804171 41.93269589571084, -87.64589391539457 41.93269413684728, -87.64607638474818 41.932690673783455, -87.64617850026805 41.93268870539824, -87.64628061578281 41.93268673692218, -87.64638273129252 41.93268476835525, -87.64648492029451 41.9326828001371, -87.64658096942304 41.93268095701304, -87.64668334323162 41.93267899246784, -87.64678229715801 41.93267711440683, -87.64687397366477 41.93267530252008, -87.64696564957892 41.932673545440956, -87.647057325489 41.93267178828862, -87.64714900139502 41.93267003106302, -87.64723700125309 41.93266836156673, -87.64732507519292 41.93266663756121, -87.64742402908875 41.93266475894683, -87.64751570497855 41.93266300142826, -87.64760738086429 41.93266124383649, -87.64766395080663 41.932660119349315, -87.64766851499957 41.93278662540471, -87.64767049847774 41.93284160224418, -87.64754650727048 41.93284365816031, -87.64751939730246 41.93284410764583, -87.6474550967154 41.932845349505826, -87.64736761110034 41.932847022241184, -87.64736400854386 41.9328471104868, -87.64727284745884 41.93284881607546, -87.64718175927928 41.932850576911804, -87.64709059759811 41.932852337236525, -87.64698487986551 41.93285433978402, -87.64682086267153 41.93285747554583, -87.64675844617311 41.9328586939781, -87.64668500209513 41.93286012085021, -87.64661155801448 41.932861547675344, -87.64653752595069 41.932862970936384, -87.64645717132717 41.932864520979415, -87.6463223402814 41.932867117129184, -87.64618853878177 41.93286966439769, -87.64610340562454 41.93287129536384, -87.64602937354255 41.932872718297055, -87.64590726108405 41.93287506078636, -87.64572229110287 41.93287861837373, -87.6454774040746 41.93288335348691, -87.64509614244214 41.93289067353665, -87.64514279253933 41.93294759383526, -87.64519510121004 41.933011463459906, -87.6452836140931 41.933119402639, -87.6453798172071 41.933236773054574, -87.64538141352074 41.93323870357239, -87.64548603191302 41.93336644258115, -87.64558172835298 41.933483151175736, -87.64563186183305 41.93354431823313, -87.64568402624607 41.9336080221127, -87.64573292636237 41.933667699860166, -87.64577790892896 41.93372257918672, -87.64599745411864 41.93399041217644, -87.64621213913432 41.93425239790813, -87.6462183064489 41.934259899090186, -87.64628491106427 41.93434114233485, -87.6463515152589 41.934422440421834, -87.64640417329699 41.93448667497638, -87.6464608670171 41.93455583214722, -87.64648890085007 41.93459002877512, -87.64651512536064 41.93462204574865, -87.646568307564 41.934686962761454, -87.64657367529705 41.9346936358759, -87.64668265500524 41.93482982240993, -87.6466241022646 41.93483230954191)))",0,PEDESTRIAN STREET SIX-CORNER,238557.605344,7368.39457704
"MULTIPOLYGON (((-87.65991553019283 41.97133629598481, -87.65991449197232 41.97136276917702, -87.65991082535737 41.97145626464158, -87.65973647527241 41.97145841126386, -87.65973488517935 41.97145885760872, -87.65968435045998 41.97147304210052, -87.6596588930627 41.971482354997114, -87.65960975429347 41.97149279042398, -87.65955216995305 41.97150254564484, -87.65955212171569 41.97150255174199, -87.65955070491125 41.97145062525905, -87.65955003806113 41.97142317932901, -87.65954707707536 41.97131333900041, -87.65954355873913 41.97117962084338, -87.6595405531484 41.97106703604646, -87.65953677826231 41.97092974891542, -87.65953315047128 41.97079246264438, -87.65952952269194 41.97065517637005, -87.65952589665955 41.97051772545051, -87.65952474089619 41.970473866317974, -87.65952219131404 41.97038082290254, -87.65951856241327 41.9702436463797, -87.65951485998367 41.97010646942196, -87.65951123168492 41.96996923801192, -87.65950390100409 41.96969482963107, -87.65950184270072 41.96961797988097, -87.65949842184344 41.96948898228426, -87.65949694691179 41.96943354073552, -87.65949546619811 41.96937864799283, -87.65949398548634 41.96932375524961, -87.65949213459933 41.96925513931986, -87.65948850637378 41.96911790788953, -87.65936303873379 41.969119588334685, -87.65923192441241 41.969121344294166, -87.6591238238666 41.969122791934645, -87.6590650525577 41.969123709103, -87.65895561059938 41.96912516194733, -87.65880463943103 41.96912716595818, -87.65864957817763 41.96912922408051, -87.65856825570084 41.969130332551835, -87.65849408300087 41.969131343588415, -87.65835465075573 41.96913324394024, -87.65830060157059 41.96913398053865, -87.65817506143314 41.96913567812535, -87.65805526148324 41.96913729799304, -87.65788158883512 41.969139646119224, -87.65774901641127 41.96914143832017, -87.65762339416973 41.969144813106006, -87.65762482574733 41.96905231693175, -87.6576249442693 41.969044659863286, -87.657626208937 41.96896294611804, -87.65774592938507 41.9689603027794, -87.65794327396294 41.96895763687029, -87.65810585383556 41.96895544033621, -87.65822520539328 41.968953827726125, -87.65829098853753 41.968952932802175, -87.65835098699836 41.96895211661644, -87.65845057215363 41.96895079424479, -87.65857157570427 41.9689491872813, -87.65865366226187 41.96894807808366, -87.6587357488174 41.968946968827325, -87.65878319687191 41.96894630636728, -87.6588151485933 41.96894588070443, -87.6589428775061 41.96894417922112, -87.6590351147809 41.968942909842745, -87.65912735147432 41.96894169527087, -87.65921958874382 41.96894042574421, -87.65934222948431 41.968938761652254, -87.65945326546853 41.968937254953325, -87.65948497260537 41.9689368246497, -87.65948478170965 41.96890361359844, -87.65948455191594 41.968863643621525, -87.65947939662068 41.968856811512055, -87.65942205442747 41.968766977544874, -87.65936308020656 41.96867458659182, -87.6593104829207 41.96859217124682, -87.65927090866612 41.968530139443835, -87.6592312603704 41.96846816207597, -87.6591916862682 41.96840613024549, -87.65915211166352 41.96834415328192, -87.65911253771364 41.96828212142392, -87.65904126613835 41.968170477264415, -87.65897457060679 41.968066000904344, -87.65879328468023 41.96778686041534, -87.65873491030226 41.96769277371468, -87.65853407406783 41.96738076454792, -87.65853006015381 41.967213015921544, -87.65863303162551 41.96721211662103, -87.6588419857155 41.96721107746662, -87.65888926358737 41.967298824241404, -87.65898925591873 41.967454568895825, -87.65902897805816 41.967516437022454, -87.65906870027385 41.967578305135255, -87.65910842256582 41.967640173234194, -87.65913352871546 41.96767934324858, -87.65914814493408 41.96770204131929, -87.65918786679997 41.96776396427123, -87.65926731191786 41.96788770037217, -87.65928974190078 41.96792262856484, -87.65946838528535 41.96820095158576, -87.659484287091 41.968213338954236, -87.6595069068374 41.96821632569216, -87.65952743263392 41.96820865262758, -87.65953796290164 41.968193401778024, -87.65953837801719 41.96818890372122, -87.65953452216078 41.96787088281991, -87.65953411238381 41.967839980685504, -87.6595323960914 41.96770276044449, -87.65953131441798 41.9676100000207, -87.65953075334015 41.967565540631846, -87.65952903705461 41.967428320384364, -87.6595273943099 41.967291100565234, -87.65952626033355 41.96729111428541, -87.65951912481283 41.96720090007021, -87.65964764390291 41.96719852852722, -87.65965004293432 41.96719848422216, -87.65976786494433 41.96719630978543, -87.65977004539373 41.9672876397957, -87.65977246785842 41.96748353525812, -87.6597770694162 41.96786352466084, -87.65978171620917 41.96824620362305, -87.65978343766112 41.96838298480604, -87.65978508557787 41.96851976555433, -87.65978673349785 41.96865654629944, -87.65978729533148 41.96870095079931, -87.65985103103628 41.968801213703195, -87.65985259907606 41.96893162742176, -87.6598646958603 41.968931449898214, -87.6600400012315 41.96892839094302, -87.66020820242969 41.96892545561038, -87.66039641698256 41.968922170761594, -87.66045905650421 41.968921077520584, -87.66045913458578 41.96892272532321, -87.66063735878683 41.96892009254715, -87.66082117311137 41.96891738247318, -87.66096195775211 41.968915298244006, -87.66101313617732 41.968909066768596, -87.66155084938482 41.96890573819892, -87.66157143575045 41.96890629773302, -87.6617838190001 41.96890316561199, -87.66193486039217 41.96890093793901, -87.66208036362843 41.96889879170746, -87.6621393547489 41.968897929164086, -87.66240214062398 41.9688940658808, -87.66258811421326 41.968891331431, -87.66263929189452 41.96888515411004, -87.66291449122453 41.968884368036875, -87.66292441571954 41.968948821323686, -87.66295083092825 41.96906712133535, -87.66277636015455 41.969069694899126, -87.66246304619187 41.96907431583843, -87.66214941792944 41.96907894060246, -87.66174959180402 41.96908483510745, -87.66163205412514 41.96908656236377, -87.66151554231634 41.96908829550308, -87.66139895696334 41.96909002809366, -87.66128244572184 41.96909170611561, -87.66116593389881 41.96909343889993, -87.66116593496429 41.969093477462216, -87.66092327484301 41.96909701233096, -87.66083456725566 41.96909830390271, -87.6607459326277 41.9690996507174, -87.66065729857431 41.969100942582934, -87.66056866451822 41.96910223438003, -87.66045163789018 41.96910396342244, -87.66024597719142 41.96910698389338, -87.66000991789984 41.96911048493695, -87.65985613330767 41.96911276553869, -87.6598589945177 41.9692181597079, -87.65985898469029 41.96921909267915, -87.65986077225834 41.969286775203635, -87.65986082903352 41.96928836717422, -87.65986262354151 41.96935539112995, -87.65986267337979 41.96935764166848, -87.65986447540581 41.969423952174786, -87.65986451830715 41.969426861281214, -87.65986551263914 41.969465121298285, -87.65986562503379 41.96946841500072, -87.65986625315516 41.96949256766807, -87.65986636265946 41.96949613577378, -87.65986820759284 41.96956535538487, -87.65987005195116 41.969634629875785, -87.65987189689059 41.96970384948519, -87.65987374125494 41.969773123974434, -87.65987558620041 41.96984234358218, -87.6598774305708 41.96991161806973, -87.65987927552227 41.969980837675834, -87.65988111989871 41.97005011216173, -87.65988205819302 41.97008514926051, -87.65988387951485 41.970153069483295, -87.65988882884407 41.97033764000935, -87.65989162468864 41.970442265395604, -87.65989348122494 41.9705103873823, -87.65989526480121 41.970578454056124, -87.6598971219215 41.97064652116056, -87.65989890492547 41.970714642713446, -87.6599007620517 41.97078270981625, -87.65990254563953 41.970850776486856, -87.65990440277172 41.97091884358809, -87.65990618636533 41.97098691025708, -87.65990804350344 41.971054977356694, -87.65990982710282 41.971123044024075, -87.65991168424688 41.97119111112207, -87.65991346785205 41.971259177787864, -87.65991553019283 41.97133629598481)))",0,PEDESTRIAN STREET SIX-CORNER,281591.640883,6907.43932427
"MULTIPOLYGON (((-87.68202712075768 41.90324349522545, -87.6820087297977 41.90324536511542, -87.68192945386288 41.903246756264345, -87.68183385472572 41.90324840930409, -87.68173832904876 41.90325006268109, -87.68164265588155 41.90325177002625, -87.68154713019666 41.90325342324409, -87.68145520536642 41.90325498705467, -87.6813633534384 41.90325660609029, -87.68127142804254 41.903258224635216, -87.68117913532237 41.90325984102043, -87.68109132502725 41.90326137302245, -87.68100314740815 41.903262902870594, -87.6809148963216 41.903264432233634, -87.6808267186958 41.90326596194626, -87.68073846760254 41.90326749117362, -87.68065028997005 41.9032690207507, -87.6805621123342 41.90327055026004, -87.68047018690626 41.903272168163255, -87.68037833493872 41.90327378641058, -87.68028633603925 41.90327540374878, -87.68019448462363 41.903276966967475, -87.68010263264507 41.903278584994126, -87.68001070719866 41.90328020252934, -87.67991885577226 41.90328176552745, -87.67982693031851 41.90328338291545, -87.67970554192691 41.90328548592987, -87.67958643971855 41.90328754921084, -87.67915418341008 41.90329503631299, -87.6785548384578 41.90330541491952, -87.67798595278384 41.90331526322002, -87.6776698410455 41.90332073436217, -87.67738429121182 41.90332567580142, -87.67726352204983 41.90332776550108, -87.67713836374165 41.9033299310486, -87.67710153768017 41.90333056815843, -87.6770501417052 41.90333137740661, -87.67695799799317 41.9033327717113, -87.67686600064418 41.903334221663485, -87.67677392982785 41.9033356711219, -87.6766819324724 41.903337120926565, -87.67658978874789 41.90333851493566, -87.67649779138608 41.903339964592746, -87.67640572055691 41.90334141375579, -87.67631372375135 41.90334280838383, -87.67622157945166 41.90334425697883, -87.67612958207707 41.90334570634079, -87.676037511798 41.903347100327004, -87.67594551441705 41.90334854954141, -87.67592332317696 41.903348916459926, -87.67585711790232 41.903349909529965, -87.67581280888457 41.90335064374923, -87.6757687208216 41.90335132433192, -87.67568032430103 41.903352684184334, -87.67559200124174 41.90335404438945, -87.6755011792717 41.90335549998048, -87.67541035786192 41.90335690061819, -87.67531946298492 41.90335830076304, -87.67521960322395 41.90335986899574, -87.67505265659531 41.9033624246944, -87.67495588288261 41.903363955504155, -87.6748268200828 41.90336597402696, -87.67471318731165 41.903367751117564, -87.67449942715794 41.903371093823736, -87.67435182847002 41.90337340166127, -87.67419851465891 41.903375798691044, -87.67405182830403 41.903378091895675, -87.67391604421582 41.90338021446588, -87.67373132020676 41.90338310180189, -87.67362729540014 41.903384727669426, -87.67346249574555 41.90338730320088, -87.67334024716294 41.90338921362845, -87.67324093114524 41.90339076549639, -87.6731295387218 41.90339250601109, -87.67300585165447 41.90339443854761, -87.67289424089273 41.90339618224367, -87.67285007645032 41.90339687217463, -87.67277373652416 41.90339806477814, -87.67264847980887 41.903400021379944, -87.67250042158169 41.90340233407256, -87.67238122477872 41.9034041957287, -87.67225753767663 41.90340612745885, -87.6722288467186 41.90340657548137, -87.6721725210312 41.903407513330045, -87.67208441655018 41.903409036749366, -87.67199623916804 41.90341050479651, -87.67190813468045 41.90341202808051, -87.6718199572919 41.90341349599223, -87.67173185279776 41.903415019140915, -87.6716436754028 41.9034164869172, -87.67155917177962 41.90341792091328, -87.67147474161763 41.90341935527061, -87.67139023798849 41.90342078914232, -87.67130580782052 41.903422223375365, -87.67129838623894 41.90342234524183, -87.67122130418541 41.90342365712271, -87.67120660795005 41.90342390169141, -87.67113687401148 41.90342509123146, -87.67105237037042 41.90342652485444, -87.67103150144247 41.903426898453816, -87.67096051860794 41.90342808068354, -87.6708687403061 41.903429636862974, -87.67077688853658 41.90343119254514, -87.67068511022772 41.903432748577735, -87.67053814727007 41.90343524837506, -87.67042941111217 41.90343708941727, -87.6703163637944 41.90343900329642, -87.67027482758996 41.90343970645136, -87.67020755418838 41.903440858934935, -87.67011577642569 41.903442359630866, -87.67002392462742 41.90344391471045, -87.66993214628982 41.90344547014095, -87.66984044141289 41.90344702592253, -87.66974572393308 41.90344861910622, -87.66965798668274 41.903450142785644, -87.66957039692586 41.90345161236589, -87.66948273370167 41.903453081454586, -87.6694442293781 41.90345373700418, -87.66916874735995 41.903458400835085, -87.66907689552549 41.903459955156784, -87.66897681399297 41.903461626446045, -87.6689400108975 41.90346223952861, -87.66890333274745 41.903462847833865, -87.6688108931895 41.90346439854207, -87.6687300632447 41.90346579683062, -87.66863821139353 41.90346735080128, -87.66854643300304 41.903468905123724, -87.66845465460905 41.90347045937277, -87.66836280274738 41.903472013123036, -87.66827102434637 41.903473567225234, -87.66817924594186 41.90347512125407, -87.66808739406967 41.9034766747839, -87.66799561565816 41.90347822866591, -87.66790376377895 41.90347978204879, -87.66781198536043 41.90348133578394, -87.66772020693841 41.90348288944572, -87.66762100692019 41.90348456466277, -87.66749365225387 41.90348673516, -87.66727482493488 41.903490292853725, -87.66724316627032 41.90349082580549, -87.66713588460192 41.90349250860896, -87.66690603613597 41.90349622428514, -87.66670235987374 41.9034970489793, -87.66649712536037 41.903367542638286, -87.66647059022701 41.90335079854817, -87.66646352414091 41.90322894644117, -87.66667573690773 41.903225458573274, -87.66673961576404 41.90322441681492, -87.66687088355674 41.903222275901975, -87.66708019535352 41.903218861763925, -87.66722977324746 41.903216421763716, -87.66731082371568 41.903215099561216, -87.66749096361772 41.90321216064158, -87.66767659858122 41.90320913172396, -87.66782622594597 41.903206610690134, -87.66797524542832 41.903204126279334, -87.66808598168245 41.90320224316554, -87.66813251017335 41.90320125063626, -87.6682531155906 41.90319867782569, -87.66839196859002 41.90319571556369, -87.6685295179634 41.90319278091851, -87.6686119922298 41.90319102126861, -87.66871881494876 41.90318874201713, -87.66883331936613 41.90318629876291, -87.66897390848432 41.90318329877997, -87.66917543588534 41.90318060437606, -87.66930832660546 41.90317882743083, -87.6693525844138 41.903178235655886, -87.66950077554141 41.903176253873724, -87.66968852864326 41.90317374279755, -87.66983221966083 41.90317182081736, -87.66994049664349 41.903170372376806, -87.67005213893391 41.90316887885191, -87.67007653707672 41.90316855243417, -87.67023508486183 41.903165880964806, -87.67032715665012 41.90316432698581, -87.67041937593031 41.90316271889976, -87.6704322349434 41.903162518710396, -87.67051152117534 41.903161165196984, -87.67053621070657 41.903160758859734, -87.67060366641685 41.90315961142023, -87.67068633254785 41.90315822240804, -87.67070293935106 41.90315793404609, -87.67077881074638 41.90315661820302, -87.6708797805316 41.90315491232166, -87.67097299218253 41.90315333736985, -87.67105695660486 41.90315191866957, -87.67116080242769 41.90315016388418, -87.67127535719074 41.90314822808902, -87.67136338729361 41.903146759745916, -87.67145428361711 41.90314519808674, -87.67154598803944 41.90314364101282, -87.67163769245826 41.90314208386561, -87.67172947033743 41.90314052706841, -87.67182124764655 41.90313902507924, -87.67191302551876 41.90313746813527, -87.6720047299236 41.90313591069483, -87.67209650778877 41.90313435360411, -87.67218740408426 41.90313279136436, -87.67224564564528 41.903131820561484, -87.67227725796579 41.903131308054334, -87.67238406792787 41.90312957643002, -87.67250059191406 41.90312768724523, -87.67259308967301 41.9031262350941, -87.67269089155138 41.90312471219054, -87.6727886199623 41.90312318878108, -87.67288642183347 41.90312166571091, -87.67298415023724 41.903120142134945, -87.67308195210127 41.903118618898176, -87.67317968049787 41.90311709515575, -87.67327748235475 41.903115571752366, -87.67337521074418 41.903114047843445, -87.67347301259387 41.90311252427347, -87.67347297860374 41.90311132128005, -87.67359205297372 41.903110056715434, -87.67371765606964 41.903108722710805, -87.67380741998227 41.903107310408636, -87.67389559579402 41.90310595073021, -87.67398391853061 41.90310459182768, -87.67407209433661 41.90310323201365, -87.67416041706744 41.90310187297531, -87.67424866689595 41.90310045856589, -87.67429282825881 41.90309977898729, -87.67433698962095 41.903099099391675, -87.67442516541539 41.90309773930641, -87.67451348813464 41.9030963799964, -87.67460173738715 41.90309502019697, -87.67469667353828 41.903093534030035, -87.67481529493418 41.903091687456936, -87.67494059473046 41.90308973683279, -87.67496392451265 41.90308937361311, -87.6750312277013 41.90308831744246, -87.67512278337321 41.90308692131286, -87.67521433960563 41.903085470228774, -87.67530589583487 41.90308401907165, -87.67539745149745 41.90308262272296, -87.67545670478263 41.903081699172425, -87.67563087761775 41.90307898415073, -87.67580797154282 41.90307622336564, -87.67591334723573 41.90307458047839, -87.67603393849866 41.90307270029057, -87.67615701328498 41.9030707812256, -87.67624585019419 41.90306942352558, -87.67633468766314 41.90306801087531, -87.6764235245665 41.90306665303778, -87.6765124354933 41.90306524067022, -87.67660119892696 41.90306388227497, -87.67669010984775 41.903062469769765, -87.67677887327558 41.90306111123711, -87.67679182239738 41.903060905499395, -87.67696010817747 41.90305802376469, -87.67713507180753 41.90305502750176, -87.67725722590879 41.90305293542105, -87.67737780769421 41.9030508701096, -87.67766654955061 41.9030459240648, -87.67801155796796 41.903040013355934, -87.67858976885927 41.903030104964614, -87.67915094093792 41.90302048572616, -87.67957861997266 41.90301315293884, -87.67969457766743 41.90301116452118, -87.67981929556983 41.903009025718696, -87.67990754632004 41.90300749719531, -87.67999579706691 41.903005968604084, -87.68008404781042 41.90300443994498, -87.68017229910993 41.90300285633653, -87.68019434328865 41.90300248776011, -87.68026054984668 41.90300132754172, -87.68034872711624 41.902999798261334, -87.6804008252626 41.90299888704197, -87.6804370513101 41.902998269748565, -87.68052530203678 41.9029967407502, -87.68060245692944 41.902995423036145, -87.68061355276012 41.902995211684, -87.68070180403902 41.902993627668366, -87.68079005475558 41.90299209846645, -87.6808783054688 41.90299056919665, -87.68090034964094 41.902990200484645, -87.68096648271484 41.90298903944166, -87.68101064507972 41.90298824751531, -87.68105480688514 41.902987510453514, -87.68112093995461 41.90298634932154, -87.6811429841245 41.902985980562924, -87.6812313082881 41.90298445143895, -87.68131955954291 41.90298286694836, -87.68133425565496 41.902982621084305, -87.68140781023594 41.902981337271434, -87.68143720245884 41.902980845518876, -87.68149606092561 41.90297980752665, -87.68154022328018 41.902979015396554, -87.68158423814812 41.90297827729705, -87.6816430966111 41.90297723922943, -87.68167256229486 41.902976747833534, -87.68174604340126 41.90297546338698, -87.68176073951068 41.902975217468345, -87.68184906420863 41.902973632987454, -87.68193268554599 41.90297218641206, -87.68193731488145 41.9029721029034, -87.68202115660705 41.902970657513755, -87.68214254717446 41.90296856399994, -87.6821461592438 41.903104736290224, -87.68215007413531 41.903245063145704, -87.68202712075768 41.90324349522545)))",0,PEDESTRIAN STREET,425595.601846,8704.15388711
